Lab,Experiment,Date,Tech,Strain,Compound,Trial,Age,Sample,Video,Worm,Wave,Body,Asymmetry,Stretch,Curling,Travel,Brush,Activity,SwimmingScore,SwimmingScoreMean,AdjSwimmingScore
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_1_3,4 AF16 D10 CTRL 1_1,1,48.841584,1.082155,0.008223,0.421776,0,1.991872,0.073799,111.628018,5.37661931105725,5.20019051318949,0.176428797867761
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_1_3,4 AF16 D10 CTRL 1_1,2,24.747406,1.337309,0.024116,0.623094,0,1.717932,0.09223,78.400626,5.7387496607408,5.20019051318949,0.538559147551306
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_1_3,4 AF16 D10 CTRL 1_1,3,101.620644,0.572675,0.001198,0.353856,0,6.401433,0.244921,236.797535,7.69007002546159,5.20019051318949,2.4898795122721
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_2_3,4 AF16 D10 CTRL 1_2,1,18.212751,1.375376,0.013043,0.540862,0,1.771374,0.060928,46.048144,4.5833678146662,5.20019051318949,-0.616822698523288
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_2_3,4 AF16 D10 CTRL 1_2,2,83.967327,0.821627,0.002452,0.31741,0,4.485763,0.180044,190.17086,6.58223841645293,5.20019051318949,1.38204790326344
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_2_3,4 AF16 D10 CTRL 1_2,3,70.156137,0.607107,0.007123,0.398663,0,4.756331,0.195804,124.022454,5.6128527272439,5.20019051318949,0.412662214054407
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_3_3,4 AF16 D10 CTRL 1_3,1,35.838558,1.198208,0.027919,0.485876,0,2.498772,0.086534,108.877804,5.50546029271792,5.20019051318949,0.30526977952843
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_3_3,4 AF16 D10 CTRL 1_3,2,25.978743,1.004336,0.013053,0.625802,0,1.106408,0.061546,101.680309,5.98799028052202,5.20019051318949,0.787799767332532
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_3_3,4 AF16 D10 CTRL 1_3,3,18.185715,1.346773,0.022589,0.593486,0.339623,1.811738,0.064351,53.134636,4.94044885282028,5.20019051318949,-0.259741660369211
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_4_3,4 AF16 D10 CTRL 1_4,1,24.93463,0.73516,0.008748,0.384762,0,2.267046,0.053826,69.892188,3.86703458092403,5.20019051318949,-1.33315593226546
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_4_3,4 AF16 D10 CTRL 1_4,2,45.129838,0.696367,0.026343,0.351375,0,2.198152,0.19064,131.703482,5.41316574164787,5.20019051318949,0.212975228458385
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_4_3,4 AF16 D10 CTRL 1_4,3,84.511827,0.469192,0.019493,0.32753,0,6.960795,0.271927,275.770235,7.90963540180287,5.20019051318949,2.70944488861338
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_5_3,4 AF16 D10 CTRL 1_5,1,82.922882,0.623568,0.00107,0.41497,1.018868,5.038412,0.274407,215.093311,7.55559166388207,5.20019051318949,2.35540115069258
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_5_3,4 AF16 D10 CTRL 1_5,2,49.186168,1.072783,0.004839,0.477254,0,1.792058,0.086288,109.268557,5.69784724425245,5.20019051318949,0.49765673106296
Driscoll,DC_112819,11/28/19,4,AF16,H2O,1,8,Sample_4 AF16 D10 CTRL 1_5_3,4 AF16 D10 CTRL 1_5,3,13.582617,1.503461,0.040484,0.697872,7.831094,0.929686,0.051185,36.765138,4.64255660805136,5.20019051318949,-0.557633905138128
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_1_3,4 AF16 D10 metformin 1_1,1,66.916058,0.691689,0.004778,0.40218,0,4.657142,0.145561,214.854433,7.01590498203989,5.20019051318949,1.8157144688504
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_1_3,4 AF16 D10 metformin 1_1,2,6.561555,1.883401,0.131044,0.387959,8.141264,0.307842,0.029948,9.99649,2.50821729671759,5.20019051318949,-2.6919732164719
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_1_3,4 AF16 D10 metformin 1_1,3,23.455321,1.424601,0.001296,0.558956,0,1.184983,0.044387,55.452616,4.96368977749849,5.20019051318949,-0.236500735691004
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_2_2,4 AF16 D10 metformin 1_2,1,67.250343,0.610787,0.0012,0.332065,0,5.222257,0.180253,193.517613,6.29200466269219,5.20019051318949,1.0918141495027
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_2_2,4 AF16 D10 metformin 1_2,2,112.234986,0.52252,0.001879,0.305835,0,5.281473,0.281857,313.912086,9.09721689368319,5.20019051318949,3.8970263804937
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_3_3,4 AF16 D10 metformin 1_3,1,82.777904,0.757557,0.000434,0.407718,0,7.521001,0.241598,226.718802,7.48909885219696,5.20019051318949,2.28890833900747
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_3_3,4 AF16 D10 metformin 1_3,2,68.224835,0.949208,0.004603,0.389649,0,3.228619,0.149266,160.199348,6.33848851711442,5.20019051318949,1.13829800392493
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_3_3,4 AF16 D10 metformin 1_3,3,67.798381,1.371474,0.001824,0.395992,0,3.637119,0.141217,159.952758,6.49725517637802,5.20019051318949,1.29706466318853
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_4_3,4 AF16 D10 metformin 1_4,1,66.882832,0.85869,0.010169,0.368004,0,4.689037,0.156936,164.183941,6.08451073006703,5.20019051318949,0.884320216877544
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_4_3,4 AF16 D10 metformin 1_4,2,34.671545,0.676527,0.00877,0.505608,0,2.173315,0.075929,112.675937,5.42851758200719,5.20019051318949,0.228327068817703
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_4_3,4 AF16 D10 metformin 1_4,3,12.281301,1.324651,0.014748,0.647028,3.714822,1.187134,0.060647,37.498616,4.64654602132959,5.20019051318949,-0.5536444918599
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_5_3,4 AF16 D10 metformin 1_5,1,65.306063,0.985606,0.031743,0.379385,0,4.351583,0.154252,145.182041,5.87388360541747,5.20019051318949,0.673693092227976
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_5_3,4 AF16 D10 metformin 1_5,2,67.428588,0.705639,0.006492,0.366278,0,5.975378,0.155452,187.197771,6.25506546799476,5.20019051318949,1.05487495480527
Driscoll,DC_112819,11/28/19,4,AF16,METFO,1,8,Sample_4 AF16 D10 metformin 1_5_3,4 AF16 D10 metformin 1_5,3,73.406157,0.445779,0.004097,0.445052,0,5.445335,0.261141,241.980485,7.94403579880957,5.20019051318949,2.74384528562008
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-1_3,23 AF16 D10 CRTL 1-1,1,99.890995,0.371552,0.004733,0.334719,0,8.104721,0.275593,266.952229,7.87641573881935,5.20019051318949,2.67622522562986
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-1_3,23 AF16 D10 CRTL 1-1,2,66.386555,0.568183,0.007685,0.352846,0,6.302497,0.203036,213.877534,6.65829380743781,5.20019051318949,1.45810329424832
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-1_3,23 AF16 D10 CRTL 1-1,3,74.662202,0.577262,0.001737,0.407328,1.233645,5.39776,0.221086,223.860854,7.29960342766098,5.20019051318949,2.09941291447149
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-2_3,23 AF16 D10 CRTL 1-2,1,67.078844,0.518722,0.007387,0.391135,0,6.384417,0.193185,231.875608,7.1150520170909,5.20019051318949,1.91486150390141
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-2_3,23 AF16 D10 CRTL 1-2,2,10.48719,1.601119,0.049183,0.439917,0,1.504246,0.048943,31.061358,3.74629365241328,5.20019051318949,-1.45389686077621
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-2_3,23 AF16 D10 CRTL 1-2,3,7.863113,1.732532,0.017751,0.55819,0,0.451348,0.036248,14.032111,4.22247454024258,5.20019051318949,-0.977715972946912
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-3_3,23 AF16 D10 CRTL 1-3,1,5.647737,1.967945,0.028447,0.346861,0,0.320756,0.02647,7.536757,3.03432865374802,5.20019051318949,-2.16586185944147
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-3_3,23 AF16 D10 CRTL 1-3,2,7.957176,1.704179,0.017171,0.559449,3.602251,1.137411,0.051987,20.25255,3.99064426707373,5.20019051318949,-1.20954624611576
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-3_3,23 AF16 D10 CRTL 1-3,3,61.458287,0.366154,0.015003,0.376348,0,5.88504,0.213712,215.974469,6.72284287431839,5.20019051318949,1.5226523611289
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-4_3,23 AF16 D10 CRTL 1-4,1,67.350032,0.516741,0.000443,0.38327,0,5.028388,0.207164,205.70151,6.83194269641476,5.20019051318949,1.63175218322527
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-4_3,23 AF16 D10 CRTL 1-4,2,53.205189,0.677094,0.010928,0.381126,0,3.594417,0.153234,154.929489,5.81994850633531,5.20019051318949,0.619757993145815
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-4_3,23 AF16 D10 CRTL 1-4,3,20.956621,0.813137,0.025257,0.480231,0.11194,1.874421,0.053439,64.94645,4.29386265141964,5.20019051318949,-0.906327861769851
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-5_3,23 AF16 D10 CRTL 1-5,1,52.055056,0.20215,0.00732,0.389729,0,2.777105,0.14996,179.922657,6.12605449873243,5.20019051318949,0.925863985542937
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-5_3,23 AF16 D10 CRTL 1-5,2,55.319464,1.001613,0.018733,0.42202,0,2.867492,0.121027,136.246965,5.88693621660417,5.20019051318949,0.686745703414684
Driscoll,DC_112819,11/28/19,23,AF16,H2O,1,8,Sample_23 AF16 D10 CRTL 1-5_3,23 AF16 D10 CRTL 1-5,3,84.576359,0.502874,0.009213,0.349024,0,4.462344,0.225372,247.358776,7.70579322376347,5.20019051318949,2.50560271057398
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-1_3,23 AF16 D10 METFORMIN 1-1,1,52.129548,0.607013,0.015015,0.505419,1.011236,2.976415,0.084699,153.01954,6.17775698221744,5.20019051318949,0.97756646902795
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-1_3,23 AF16 D10 METFORMIN 1-1,2,68.914983,0.549516,0.003484,0.374583,0,5.996198,0.210694,214.563097,6.875036539599,5.20019051318949,1.67484602640951
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-1_3,23 AF16 D10 METFORMIN 1-1,3,66.999965,0.480892,0.005207,0.340317,0,5.830521,0.110446,225.919044,6.53517249503686,5.20019051318949,1.33498198184737
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-2_3,23 AF16 D10 METFORMIN 1-2,1,58.246236,0.472089,0.004905,0.345184,0,4.556429,0.201785,181.787769,6.10150493861091,5.20019051318949,0.901314425421424
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-2_3,23 AF16 D10 METFORMIN 1-2,2,66.573087,0.47123,0.002441,0.307038,0,4.624365,0.177183,188.531983,6.05230143306523,5.20019051318949,0.852110919875737
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-2_3,23 AF16 D10 METFORMIN 1-2,3,67.271505,0.446972,0.025174,0.387463,0.225564,5.838057,0.140298,218.897176,6.71135361346681,5.20019051318949,1.51116310027732
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-3_3,23 AF16 D10 METFORMIN 1-3,1,67.233614,0.428652,0.002784,0.335283,0,5.712128,0.18678,200.68579,6.30726688442914,5.20019051318949,1.10707637123965
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-3_3,23 AF16 D10 METFORMIN 1-3,2,67.812823,0.355579,0.025929,0.319033,0,5.286683,0.185556,196.624197,6.1487121686317,5.20019051318949,0.94852165544221
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-3_3,23 AF16 D10 METFORMIN 1-3,3,50.687916,0.66843,0.042223,0.284405,1.158301,3.259501,0.201099,174.149908,5.64083748135537,5.20019051318949,0.440646968165876
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-4_3,23 AF16 D10 METFORMIN 1-4,1,34.671573,0.946486,0.010308,0.383233,0,2.013478,0.069919,77.446337,4.30520184137413,5.20019051318949,-0.894988671815359
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-4_3,23 AF16 D10 METFORMIN 1-4,2,61.868999,0.506616,0.009027,0.30713,0,4.129099,0.181297,190.504301,6.09524302864571,5.20019051318949,0.895052515456216
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-4_3,23 AF16 D10 METFORMIN 1-4,3,61.408616,0.485408,0.004956,0.353641,0.674157,7.235162,0.206366,204.845505,6.25081773553057,5.20019051318949,1.05062722234108
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-5_3,23 AF16 D10 METFORMIN 1-5,1,51.063208,0.675684,0.022853,0.386205,0,4.076673,0.202991,203.298094,6.71740180344202,5.20019051318949,1.51721129025253
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-5_3,23 AF16 D10 METFORMIN 1-5,2,103.014541,0.542891,0.001783,0.319816,0.113852,7.217013,0.285401,290.469173,8.440404047232,5.20019051318949,3.24021353404251
Driscoll,DC_112819,11/28/19,23,AF16,METFO,1,8,Sample_23 AF16 D10 METFORMIN 1-5_3,23 AF16 D10 METFORMIN 1-5,3,64.662055,0.562791,0.008558,0.378907,1.710794,4.328602,0.206565,284.806875,8.04770708336711,5.20019051318949,2.84751657017762
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_1_3,16 AF16 D10 CTRL 1_1,1,34.505065,1.159035,0.009838,0.516568,0,3.295283,0.081618,88.993676,5.20980531763936,5.20019051318949,0.00961480444986584
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_1_3,16 AF16 D10 CTRL 1_1,2,58.710726,0.88622,0.000638,0.345416,0,2.881745,0.125173,141.822569,5.59031409462651,5.20019051318949,0.390123581437017
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_1_3,16 AF16 D10 CTRL 1_1,3,67.955148,0.901637,0.002516,0.271366,0,3.520057,0.151969,156.49097,5.5921554562966,5.20019051318949,0.391964943107107
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_2_3,16 AF16 D10 CTRL 1_2,1,11.517216,1.436135,0.00799,0.439812,0,1.267852,0.05709,33.5315,3.80876004036442,5.20019051318949,-1.39143047282507
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_2_3,16 AF16 D10 CTRL 1_2,2,66.409312,1.212519,0.00087,0.327804,0,2.712864,0.140387,137.84184,5.76205448875542,5.20019051318949,0.561863975565927
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_2_3,16 AF16 D10 CTRL 1_2,3,66.457463,0.985163,0.000452,0.381302,0,2.345669,0.161535,158.673886,6.39680874431807,5.20019051318949,1.19661823112858
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_3_3,16 AF16 D10 CTRL 1_3,1,9.10461,1.675299,0.02262,0.522123,0,0.788185,0.049964,20.755051,4.13329804570359,5.20019051318949,-1.0668924674859
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_3_3,16 AF16 D10 CTRL 1_3,2,33.311032,1.166117,0.031637,0.513632,0,1.723567,0.170648,98.420632,5.76217109988748,5.20019051318949,0.561980586697989
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_3_3,16 AF16 D10 CTRL 1_3,3,66.269014,0.916529,0.003134,0.386738,0,2.931719,0.152074,143.016322,6.03138832209096,5.20019051318949,0.831197808901473
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_4_2,16 AF16 D10 CTRL 1_4,1,50.849897,0.859214,0.00789,0.424602,0,2.496023,0.112306,116.917386,5.46502630253205,5.20019051318949,0.264835789342563
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_4_2,16 AF16 D10 CTRL 1_4,2,68.126973,0.899804,0.000385,0.340405,0,4.00389,0.16646,169.690933,6.17929972024682,5.20019051318949,0.979109207057332
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_5_3,16 AF16 D10 CTRL 1_5,1,26.363808,1.032696,0.030604,0.488736,0,1.761464,0.082742,80.253268,4.88768165015332,5.20019051318949,-0.312508863036166
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_5_3,16 AF16 D10 CTRL 1_5,2,51.100136,0.938426,0.010129,0.38179,0,2.120664,0.114544,117.7796,5.33736959512526,5.20019051318949,0.137179081935765
Driscoll,DC_112819,11/28/19,16,AF16,H2O,1,8,Sample_16 AF16 D10 CTRL 1_5_3,16 AF16 D10 CTRL 1_5,3,67.418433,0.613255,0.002058,0.322464,0,4.238881,0.181949,186.576807,6.23959306843219,5.20019051318949,1.0394025552427
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_1_3,16 AF16 D10 metformin 1_1,1,41.471011,0.99954,0.008399,0.362249,0,3.594669,0.095065,127.772727,5.06945043377647,5.20019051318949,-0.130740079413023
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_1_3,16 AF16 D10 metformin 1_1,2,59.195138,0.951415,0.007164,0.426938,0,3.401479,0.115779,137.381402,5.90050325407404,5.20019051318949,0.700312740884549
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_1_3,16 AF16 D10 metformin 1_1,3,33.875568,1.254018,0.003114,0.446639,0,1.206561,0.089874,117.491634,5.61070440010887,5.20019051318949,0.410513886919375
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_2_3,16 AF16 D10 metformin 1_2,1,66.499386,0.731615,0.003803,0.374503,0,3.76351,0.245884,252.583585,7.91816071274058,5.20019051318949,2.71797019955109
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_2_3,16 AF16 D10 metformin 1_2,2,33.148525,1.150914,0.008637,0.451559,0,1.795171,0.097879,100.85223,5.25171091759256,5.20019051318949,0.0515204044030746
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_2_3,16 AF16 D10 metformin 1_2,3,85.583983,0.740507,0.001762,0.350471,0.785047,4.922193,0.180116,213.562842,7.02536905858375,5.20019051318949,1.82517854539426
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_3_2,16 AF16 D10 metformin 1_3,1,52.50056,0.926625,0.020564,0.455251,0,1.87317,0.146621,114.418047,5.80542429853875,5.20019051318949,0.60523378534926
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_3_2,16 AF16 D10 metformin 1_3,2,42.910477,0.939725,0.014531,0.503623,0.604839,1.628173,0.141456,145.844859,6.42550749168136,5.20019051318949,1.22531697849187
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_4_3,16 AF16 D10 metformin 1_4,1,39.464873,1.037578,0.030487,0.540735,0,2.408496,0.193066,141.960299,6.66349082367994,5.20019051318949,1.46330031049045
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_4_3,16 AF16 D10 metformin 1_4,2,32.254422,1.079944,0.013434,0.560874,1.231343,1.672158,0.074363,138.199486,6.25525866400238,5.20019051318949,1.05506815081289
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_4_3,16 AF16 D10 metformin 1_4,3,34.054545,1.174719,0.011452,0.46963,0.225141,2.163004,0.09138,98.375955,5.25028352379045,5.20019051318949,0.0500930106009632
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_5_3,16 AF16 D10 metformin 1_5,1,55.803478,0.873699,0.011523,0.436859,0,2.069348,0.135304,156.737684,6.39461796483943,5.20019051318949,1.19442745164994
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_5_3,16 AF16 D10 metformin 1_5,2,66.796408,0.6756,0.002851,0.397874,0,3.154629,0.187981,194.881287,6.94173570190832,5.20019051318949,1.74154518871883
Driscoll,DC_112819,11/28/19,16,AF16,METFO,1,8,Sample_16 AF16 D10 metformin 1_5_3,16 AF16 D10 metformin 1_5,3,18.955124,1.529486,0.011546,0.516033,0,1.768858,0.064028,64.311425,4.85325722962408,5.20019051318949,-0.346933283565415
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_1_2,20 AF16 D10 CTRL 1_1,1,18.723672,1.443944,0.023782,0.572078,0,1.360963,0.04842,44.362863,4.76111017863055,5.20019051318949,-0.439080334558937
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_1_2,20 AF16 D10 CTRL 1_1,2,26.12211,1.073231,0.000977,0.473723,0,2.286608,0.068577,81.397823,4.76660844783633,5.20019051318949,-0.433582065353155
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_2_3,20 AF16 D10 CTRL 1_2,1,41.12777,1.197208,0.021014,0.40718,0,2.630038,0.084563,108.727071,5.14294408050734,5.20019051318949,-0.0572464326821525
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_2_3,20 AF16 D10 CTRL 1_2,2,50.851344,0.977148,0.009898,0.487615,0,2.673178,0.122236,152.40666,6.46653601205467,5.20019051318949,1.26634549886518
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_2_3,20 AF16 D10 CTRL 1_2,3,20.535804,1.263885,0.001046,0.635057,0,1.360435,0.06008,58.270587,5.32842014687183,5.20019051318949,0.128229633682338
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_3_3,20 AF16 D10 CTRL 1_3,1,33.927335,1.250517,0.01012,0.459426,0,2.461149,0.08055,88.164128,5.01247767460235,5.20019051318949,-0.187712838587139
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_3_3,20 AF16 D10 CTRL 1_3,2,65.206596,0.728104,0.001699,0.319753,0,3.518301,0.118027,143.213941,5.40321488098805,5.20019051318949,0.203024367798557
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_3_3,20 AF16 D10 CTRL 1_3,3,9.293751,1.622904,0.103335,0.420842,0,0.721249,0.044886,20.818405,3.49244745059955,5.20019051318949,-1.70774306258994
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_4_3,20 AF16 D10 CTRL 1_4,1,68.840473,0.733472,0.00361,0.32541,0,5.653395,0.174786,185.691109,6.14052288392308,5.20019051318949,0.940332370733591
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_4_3,20 AF16 D10 CTRL 1_4,2,87.439121,1.04929,0.006313,0.332272,0,2.485057,0.174725,191.1703,7.03913811965073,5.20019051318949,1.83894760646124
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_4_3,20 AF16 D10 CTRL 1_4,3,34.547724,0.951781,0.000553,0.44574,0,1.796712,0.095102,97.930526,5.09475137951578,5.20019051318949,-0.105439133673706
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_5_3,20 AF16 D10 CTRL 1_5,1,67.179933,0.771269,0.000331,0.337062,0,4.311153,0.246224,167.428388,6.25526870950069,5.20019051318949,1.0550781963112
Driscoll,DC_112819,11/28/19,20,AF16,H2O,1,8,Sample_20 AF16 D10 CTRL 1_5_3,20 AF16 D10 CTRL 1_5,2,99.196309,0.631176,0.004416,0.311416,0,3.641762,0.208291,245.036637,7.78313039590089,5.20019051318949,2.5829398827114
